"SAMPLEID","PORT","SP","DATE","PAGE","LINE","SEX","LENGTH","WEIGHT","AGE","AGE2","AGECONF","AGEERR","USER","BOATNAME","STATAREA","OTOLITH_WEIGHT","YEAR","MONTH","DAY","SUBLOC","SPECIES","ASSEMB","COMMENTS","CAS"
"3 072723 1 12","Kodiak",142,"2023-07-27",25,10,"F",44,1.8,9,,"2",,"Charter","MOON SHADOW",525733,,2023,7,27,,"Black","Pelagic","",0
"3 072723 1 13","Kodiak",142,"2023-07-27",25,11,"F",50,2.3,10,,"2",,"Charter","MOON SHADOW",525733,,2023,7,27,,"Black","Pelagic","",0
"3 072723 1 14","Kodiak",142,"2023-07-27",25,12,"M",53,2.5,27,,"1",,"Charter","MOON SHADOW",525733,,2023,7,27,,"Black","Pelagic","",0
"3 072723 1 15","Kodiak",142,"2023-07-27",25,13,"F",48,2,10,,"2",,"Charter","MOON SHADOW",525733,,2023,7,27,,"Black","Pelagic","",0
"3 072723 1 16","Kodiak",142,"2023-07-27",25,14,"F",50,2.3,10,,"2",,"Charter","MOON SHADOW",525733,,2023,7,27,,"Black","Pelagic","",0
"3 072723 1 2","Kodiak",142,"2023-07-27",25,2,"F",50,2.2,10,,"2",,"Charter","MOON SHADOW",525733,,2023,7,27,,"Black","Pelagic","",0
"3 072723 1 3","Kodiak",142,"2023-07-27",25,3,"F",47,1.8,9,,"2",,"Charter","MOON SHADOW",525733,,2023,7,27,,"Black","Pelagic","",0
"3 072723 1 4","Kodiak",142,"2023-07-27",25,4,"M",54,2.8,32,33,"1",,"Charter","MOON SHADOW",525733,,2023,7,27,,"Black","Pelagic","",0
"3 072723 1 5","Kodiak",142,"2023-07-27",25,5,"M",55,3.2,40,,"1",,"Charter","MOON SHADOW",525733,,2023,7,27,,"Black","Pelagic","",0
"3 072723 1 6","Kodiak",173,"2023-07-27",5,1,"F",52,2.6,,,"",,"Charter","MOON SHADOW",525733,,2023,7,27,,"Dark","Pelagic","",0
"3 072723 1 7","Kodiak",173,"2023-07-27",5,2,"F",46,2.3,,,"",,"Charter","MOON SHADOW",525733,,2023,7,27,,"Dark","Pelagic","",0
"3 072723 1 8","Kodiak",142,"2023-07-27",25,6,"M",53,2.7,32,32,"2",,"Charter","MOON SHADOW",525733,,2023,7,27,,"Black","Pelagic","",0
"3 072723 1 9","Kodiak",142,"2023-07-27",25,7,"F",47,2,9,9,"2",,"Charter","MOON SHADOW",525733,,2023,7,27,,"Black","Pelagic","",0
"3 072823 1 1","Kodiak",142,"2023-07-28",26,1,"M",44,1.5,9,,"2",,"Private","P1",525733,,2023,7,28,,"Black","Pelagic","BROKEN OTO",0
"3 072823 1 2","Kodiak",142,"2023-07-28",26,2,"M",42,1.4,9,,"2",,"Private","P1",525733,,2023,7,28,,"Black","Pelagic","BROKEN OTO",0
"3 072823 1 3","Kodiak",142,"2023-07-28",26,3,"M",40,1.3,9,,"2",,"Private","P1",525733,,2023,7,28,,"Black","Pelagic","",0
"3 072823 1 4","Kodiak",142,"2023-07-28",26,4,"M",44,1.5,9,,"2",,"Private","P1",525733,,2023,7,28,,"Black","Pelagic","",0
"3 072823 1 5","Kodiak",142,"2023-07-28",26,5,"M",46,1.7,10,,"2",,"Private","P1",525733,,2023,7,28,,"Black","Pelagic","",0
"3 072823 1 6","Kodiak",147,"2023-07-28",3,1,"F",30,0.7,,,"",,"Private","P1",525733,,2023,7,28,,"Quill","Demersal","",0
"3 072823 2 2","Kodiak",138,"2023-07-28",1,1,"M",36,1,,,"",,"Private","P2",525733,,2023,7,28,,"Copper","Demersal","",0
"3 072823 4 1","Kodiak",173,"2023-07-28",6,1,"M",43,1.5,,,"",,"Private","P4",525733,,2023,7,28,,"Dark","Pelagic","",0
"3 072823 4 2","Kodiak",173,"2023-07-28",6,2,"F",43,1.6,,,"",,"Private","P4",525733,,2023,7,28,,"Dark","Pelagic","",0
"3 072823 4 3","Kodiak",142,"2023-07-28",26,6,"M",49,2.1,15,,"2",,"Private","P4",525733,,2023,7,28,,"Black","Pelagic","",0
"3 072823 4 6","Kodiak",142,"2023-07-28",26,7,"F",49,2.1,42,,"2",,"Private","P4",525733,,2023,7,28,,"Black","Pelagic","Maybe not Black RF",0
"3 072823 4 7","Kodiak",173,"2023-07-28",6,3,"",41,,,,"",,"Private","P4",525733,,2023,7,28,,"Dark","Pelagic","GUTTED",0
"3 073123 1 10","Kodiak",142,"2023-07-31",27,9,"M",48,1.9,9,,"2",,"Charter","REEL FUN",525805,,2023,7,31,,"Black","Pelagic","",0
"3 073123 1 11","Kodiak",142,"2023-07-31",27,10,"F",45,1.6,9,9,"2",,"Charter","REEL FUN",525805,,2023,7,31,,"Black","Pelagic","",0
"3 073123 1 12","Kodiak",142,"2023-07-31",27,11,"M",43,1.4,9,,"2",,"Charter","REEL FUN",525805,,2023,7,31,,"Black","Pelagic","",0
"3 073123 1 13","Kodiak",142,"2023-07-31",27,12,"F",48,2,9,,"2",,"Charter","REEL FUN",525805,,2023,7,31,,"Black","Pelagic","",0
"3 073123 1 14","Kodiak",142,"2023-07-31",27,13,"F",46,1.6,9,,"2",,"Charter","REEL FUN",525805,,2023,7,31,,"Black","Pelagic","",0
"3 073123 1 15","Kodiak",172,"2023-07-31",14,1,"M",47,2,,,"",,"Charter","REEL FUN",525805,,2023,7,31,,"Dusky","Pelagic","",0
"3 073123 1 16","Kodiak",138,"2023-07-31",2,1,"F",37,1,,,"",,"Charter","REEL FUN",525805,,2023,7,31,,"Copper","Demersal","",0
"3 073123 1 2","Kodiak",142,"2023-07-31",27,1,"F",51,2.6,10,,"2",,"Charter","REEL FUN",525805,,2023,7,31,,"Black","Pelagic","",0
"3 073123 1 24","Kodiak",142,"2023-07-31",27,14,"M",47,1.8,9,,"2",,"Charter","REEL FUN",525805,,2023,7,31,,"Black","Pelagic","",0
"3 073123 1 25","Kodiak",142,"2023-07-31",27,15,"F",45,1.7,9,,"2",,"Charter","REEL FUN",525805,,2023,7,31,,"Black","Pelagic","",0
"3 073123 1 28","Kodiak",142,"2023-07-31",27,16,"M",48,1.8,10,,"2",,"Charter","REEL FUN",525805,,2023,7,31,,"Black","Pelagic","",0
"3 073123 1 3","Kodiak",142,"2023-07-31",27,2,"M",45,1.5,9,9,"2",,"Charter","REEL FUN",525805,,2023,7,31,,"Black","Pelagic","",0
"3 073123 1 4","Kodiak",142,"2023-07-31",27,3,"M",52,2.8,39,,"2",,"Charter","REEL FUN",525805,,2023,7,31,,"Black","Pelagic","",0
"3 073123 1 5","Kodiak",142,"2023-07-31",27,4,"F",43,1.5,9,,"2",,"Charter","REEL FUN",525805,,2023,7,31,,"Black","Pelagic","",0
"3 073123 1 6","Kodiak",142,"2023-07-31",27,5,"M",45,1.9,10,,"2",,"Charter","REEL FUN",525805,,2023,7,31,,"Black","Pelagic","",0
"3 073123 1 7","Kodiak",142,"2023-07-31",27,6,"F",46,1.8,10,,"2",,"Charter","REEL FUN",525805,,2023,7,31,,"Black","Pelagic","",0
"3 073123 1 8","Kodiak",142,"2023-07-31",27,7,"F",49,2.2,9,,"2",,"Charter","REEL FUN",525805,,2023,7,31,,"Black","Pelagic","",0
"3 073123 1 9","Kodiak",142,"2023-07-31",27,8,"F",45,1.9,9,,"2",,"Charter","REEL FUN",525805,,2023,7,31,,"Black","Pelagic","",0
"3 080623 1 10","Kodiak",142,"2023-08-06",28,5,"M",45,1.6,9,,"2",,"Charter","U RASCAL",525731,,2023,8,6,,"Black","Pelagic","",0
"3 080623 1 11","Kodiak",172,"2023-08-06",15,1,"M",32,0.9,,,"",,"Charter","U RASCAL",525731,,2023,8,6,,"Dusky","Pelagic","BROKEN OTOS",0
"3 080623 1 15","Kodiak",142,"2023-08-06",28,6,"F",45,1.5,10,,"2",,"Charter","U RASCAL",525731,,2023,8,6,,"Black","Pelagic","BROKEN OTO",0
"3 080623 1 16","Kodiak",173,"2023-08-06",7,1,"F",35,1,,,"",,"Charter","U RASCAL",525731,,2023,8,6,,"Dark","Pelagic","",0
"3 080623 1 17","Kodiak",172,"2023-08-06",15,2,"F",39,1.1,,,"",,"Charter","U RASCAL",525731,,2023,8,6,,"Dusky","Pelagic","",0
"3 080623 1 18","Kodiak",142,"2023-08-06",28,7,"F",44,1.5,9,,"2",,"Charter","U RASCAL",525731,,2023,8,6,,"Black","Pelagic","BROKEN OTO",0
"3 080623 1 19","Kodiak",142,"2023-08-06",28,8,"F",40,1.3,8,,"2",,"Charter","U RASCAL",525731,,2023,8,6,,"Black","Pelagic","",0
"3 080623 1 24","Kodiak",172,"2023-08-06",15,3,"F",44,1.4,,,"",,"Charter","U RASCAL",525731,,2023,8,6,,"Dusky","Pelagic","",0
"3 080623 1 25","Kodiak",142,"2023-08-06",28,9,"F",39,1.2,9,9,"2",,"Charter","U RASCAL",525731,,2023,8,6,,"Black","Pelagic","",0
"3 080623 1 26","Kodiak",172,"2023-08-06",15,4,"F",44,1.4,,,"",,"Charter","U RASCAL",525731,,2023,8,6,,"Dusky","Pelagic","",0
"3 080623 1 27","Kodiak",142,"2023-08-06",28,10,"M",42,1.3,9,,"2",,"Charter","U RASCAL",525731,,2023,8,6,,"Black","Pelagic","BROKEN OTO",0
"3 080623 1 28","Kodiak",142,"2023-08-06",28,11,"F",43,1.5,9,,"2",,"Charter","U RASCAL",525731,,2023,8,6,,"Black","Pelagic","BROKEN OTO",0
"3 080623 1 29","Kodiak",142,"2023-08-06",28,12,"M",43,1.5,9,,"2",,"Charter","U RASCAL",525731,,2023,8,6,,"Black","Pelagic","",0
"3 080623 1 30","Kodiak",142,"2023-08-06",28,13,"F",41,1.4,9,,"2",,"Charter","U RASCAL",525731,,2023,8,6,,"Black","Pelagic","",0
"3 080623 1 31","Kodiak",142,"2023-08-06",28,14,"M",44,1.5,9,,"2",,"Charter","U RASCAL",525731,,2023,8,6,,"Black","Pelagic","",0
"3 080623 1 32","Kodiak",147,"2023-08-06",4,1,"F",30,0.7,,,"",,"Charter","U RASCAL",525731,,2023,8,6,,"Quill","Demersal","",0
"3 080623 1 6","Kodiak",142,"2023-08-06",28,1,"M",41,1.2,9,,"2",,"Charter","U RASCAL",525731,,2023,8,6,,"Black","Pelagic","",0
"3 080623 1 7","Kodiak",142,"2023-08-06",28,2,"F",44,1.5,10,,"2",,"Charter","U RASCAL",525731,,2023,8,6,,"Black","Pelagic","",0
"3 080623 1 8","Kodiak",142,"2023-08-06",28,3,"F",42,1.6,9,9,"2",,"Charter","U RASCAL",525731,,2023,8,6,,"Black","Pelagic","",0
"3 080623 1 9","Kodiak",142,"2023-08-06",28,4,"M",51,2.4,28,27,"2",,"Charter","U RASCAL",525731,,2023,8,6,,"Black","Pelagic","",0
"3 080823 1 1","Kodiak",142,"2023-08-08",29,1,"F",49,2.1,9,9,"2",,"Private","P1",525733,,2023,8,8,,"Black","Pelagic","",0
"3 080823 2 1","Kodiak",142,"2023-08-08",29,2,"F",46,1.8,9,,"2",,"Private","P2",525733,,2023,8,8,,"Black","Pelagic","Genetics on card 81808, slot 1",0
"3 080823 2 2","Kodiak",142,"2023-08-08",29,3,"F",52,2.5,10,,"2",,"Private","P2",525733,,2023,8,8,,"Black","Pelagic","Genetics on card 81808, slot 2",0
"3 080823 3 10","Kodiak",142,"2023-08-08",29,9,"M",53,2.6,28,,"2",,"Private","P4",525733,,2023,8,8,,"Black","Pelagic","Genetics on card 81808, slot 8",0
"3 080823 3 11","Kodiak",142,"2023-08-08",29,10,"F",44,1.6,,,"",,"Private","P4",525733,,2023,8,8,,"Black","Pelagic","Genetics on card 81808, slot 9  envelope missing",0
"3 080823 3 5","Kodiak",142,"2023-08-08",29,4,"M",53,2.7,34,,"2",,"Private","P4",525733,,2023,8,8,,"Black","Pelagic","Genetics on card 81808, slot 3",0
"3 080823 3 6","Kodiak",142,"2023-08-08",29,5,"F",47,2.1,10,,"2",,"Private","P4",525733,,2023,8,8,,"Black","Pelagic","Genetics on card 81808, slot 4",0
"3 080823 3 7","Kodiak",142,"2023-08-08",29,6,"F",45,1.8,9,,"2",,"Private","P4",525733,,2023,8,8,,"Black","Pelagic","Genetics on card 81808, slot 5",0
"3 080823 3 8","Kodiak",142,"2023-08-08",29,7,"M",54,2.6,46,,"2",,"Private","P4",525733,,2023,8,8,,"Black","Pelagic","Genetics on card 81808, slot 6",0
"3 080823 3 9","Kodiak",142,"2023-08-08",29,8,"F",47,2,10,,"2",,"Private","P4",525733,,2023,8,8,,"Black","Pelagic","Genetics on card 81808, slot 7",0
"3 080823 4 1","Kodiak",142,"2023-08-08",29,11,"M",47,2.1,10,10,"2",,"Private","P5",525733,,2023,8,8,,"Black","Pelagic","Genetics on card 81808, slot 10",0
"3 080823 4 2","Kodiak",142,"2023-08-08",29,12,"F",48,2.1,11,,"2",,"Private","P5",525733,,2023,8,8,,"Black","Pelagic","",0
"3 080823 4 3","Kodiak",142,"2023-08-08",29,13,"M",56,2.9,33,,"2",,"Private","P5",525733,,2023,8,8,,"Black","Pelagic","",0
"3 080823 4 4","Kodiak",142,"2023-08-08",29,14,"F",52,2.3,10,,"2",,"Private","P5",525733,,2023,8,8,,"Black","Pelagic","",0
"3 080823 4 5","Kodiak",142,"2023-08-08",29,15,"F",47,2.2,10,,"2",,"Private","P5",525733,,2023,8,8,,"Black","Pelagic","",0
"3 080823 4 6","Kodiak",142,"2023-08-08",29,16,"F",45,1.9,10,,"2",,"Private","P5",525733,,2023,8,8,,"Black","Pelagic","",0
"3 080823 4 7","Kodiak",142,"2023-08-08",29,17,"F",49,2.1,10,,"2",,"Private","P5",525733,,2023,8,8,,"Black","Pelagic","",0
"3 080823 4 8","Kodiak",142,"2023-08-08",29,18,"F",48,2,9,,"2",,"Private","P5",525733,,2023,8,8,,"Black","Pelagic","",0
"3 080823 4 9","Kodiak",172,"2023-08-08",16,1,"M",49,2.3,,,"",,"Private","P5",525733,,2023,8,8,,"Dusky","Pelagic","",0
"3 081023 1 10","Kodiak",142,"2023-08-10",30,4,"F",46,1.9,9,,"2",,"Charter","HARVEST MOON",525701,,2023,8,10,,"Black","Pelagic","Genetics on card 81841, slot 4 / BROKEN OTO",0
"3 081023 1 11","Kodiak",142,"2023-08-10",30,5,"M",52,2.4,27,,"2",,"Charter","HARVEST MOON",525701,,2023,8,10,,"Black","Pelagic","Genetics on card 81841, slot 5",0
"3 081023 1 12","Kodiak",142,"2023-08-10",30,6,"F",48,1.9,11,,"2",,"Charter","HARVEST MOON",525701,,2023,8,10,,"Black","Pelagic","Genetics on card 81841, slot 6",0
"3 081023 1 13","Kodiak",142,"2023-08-10",30,7,"F",45,1.8,10,,"2",,"Charter","HARVEST MOON",525701,,2023,8,10,,"Black","Pelagic","Genetics on card 81841, slot 7",0
"3 081023 1 14","Kodiak",142,"2023-08-10",30,8,"F",48,2,11,,"2",,"Charter","HARVEST MOON",525701,,2023,8,10,,"Black","Pelagic","Genetics on card 81841, slot 8",0
"3 081023 1 15","Kodiak",142,"2023-08-10",30,9,"M",51,2.5,21,21,"2",,"Charter","HARVEST MOON",525701,,2023,8,10,,"Black","Pelagic","Genetics on card 81841, slot 9",0
"3 081023 1 16","Kodiak",142,"2023-08-10",30,10,"F",40,1.3,9,,"2",,"Charter","HARVEST MOON",525701,,2023,8,10,,"Black","Pelagic","Genetics on card 81841, slot 10",0
"3 081023 1 17","Kodiak",172,"2023-08-10",17,1,"M",47,1.6,,,"",,"Charter","HARVEST MOON",525701,,2023,8,10,,"Dusky","Pelagic","Genetics on 81840, slot 1",0
"3 081023 1 18","Kodiak",142,"2023-08-10",30,11,"M",45,1.9,10,,"2",,"Charter","HARVEST MOON",525701,,2023,8,10,,"Black","Pelagic","BROKEN OTO",0
"3 081023 1 19","Kodiak",142,"2023-08-10",30,12,"M",45,1.9,10,,"2",,"Charter","HARVEST MOON",525701,,2023,8,10,,"Black","Pelagic","",0
"3 081023 1 20","Kodiak",142,"2023-08-10",30,13,"F",44,1.6,10,,"2",,"Charter","HARVEST MOON",525701,,2023,8,10,,"Black","Pelagic","",0
"3 081023 1 21","Kodiak",142,"2023-08-10",30,14,"F",45,1.9,10,,"2",,"Charter","HARVEST MOON",525701,,2023,8,10,,"Black","Pelagic","",0
"3 081023 1 5","Kodiak",142,"2023-08-10",30,1,"M",56,2.6,32,,"2",,"Charter","HARVEST MOON",525701,,2023,8,10,,"Black","Pelagic","Genetics on card 81841, slot 1",0
"3 081023 1 6","Kodiak",142,"2023-08-10",30,2,"F",45,1.5,9,,"2",,"Charter","HARVEST MOON",525701,,2023,8,10,,"Black","Pelagic","Genetics on card 81841, slot 2",0
"3 081023 1 7","Kodiak",142,"2023-08-10",30,3,"F",46,1.8,10,10,"2",,"Charter","HARVEST MOON",525701,,2023,8,10,,"Black","Pelagic","Genetics on card 81841, slot 3",0
"3 081923 1 1","Kodiak",142,"2023-08-19",31,1,"M",42,1.5,9,,"2",,"Private","P2",525733,,2023,8,19,,"Black","Pelagic","BROKEN OTO",0
"3 081923 1 2","Kodiak",138,"2023-08-19",3,1,"F",34,0.9,,,"",,"Private","P2",525733,,2023,8,19,,"Copper","Demersal","",0
"3 081923 1 5","Kodiak",142,"2023-08-19",31,2,"F",43,1.5,9,,"2",,"Private","P2",525733,,2023,8,19,,"Black","Pelagic","",0
"3 081923 1 6","Kodiak",142,"2023-08-19",31,3,"M",43,1.4,9,,"2",,"Private","P2",525733,,2023,8,19,,"Black","Pelagic","",0
"3 081923 1 7","Kodiak",142,"2023-08-19",31,4,"M",41,,9,,"2",,"Private","P2",525733,,2023,8,19,,"Black","Pelagic","NO WEIGHT, FILLETED",0
"3 081923 2 2","Kodiak",142,"2023-08-19",31,5,"F",45,1.6,9,,"2",,"Private","P1",525733,,2023,8,19,,"Black","Pelagic","",0
"3 081923 2 3","Kodiak",142,"2023-08-19",31,6,"F",48,2.1,9,9,"2",,"Private","P1",525733,,2023,8,19,,"Black","Pelagic","",0
"3 081923 2 4","Kodiak",142,"2023-08-19",31,7,"F",46,1.9,9,,"2",,"Private","P1",525733,,2023,8,19,,"Black","Pelagic","",0
"3 081923 2 5","Kodiak",142,"2023-08-19",31,8,"F",45,1.9,9,,"2",,"Private","P1",525733,,2023,8,19,,"Black","Pelagic","",0
"3 081923 3 1","Kodiak",142,"2023-08-19",31,9,"F",47,,9,,"2",,"Private","P4",525733,,2023,8,19,,"Black","Pelagic","LOST WEIGHT",0
"3 081923 3 13","Kodiak",142,"2023-08-19",31,15,"F",48,2.1,11,11,"2",,"Private","P4",525733,,2023,8,19,,"Black","Pelagic","",0
"3 081923 3 14","Kodiak",142,"2023-08-19",31,16,"F",49,2.2,11,,"2",,"Private","P4",525733,,2023,8,19,,"Black","Pelagic","",0
"3 081923 3 15","Kodiak",142,"2023-08-19",31,17,"F",49,2.3,10,,"2",,"Private","P4",525733,,2023,8,19,,"Black","Pelagic","",0
"3 081923 3 16","Kodiak",173,"2023-08-19",8,1,"F",46,2,,,"",,"Private","P4",525733,,2023,8,19,,"Dark","Pelagic","",0
"3 081923 3 17","Kodiak",142,"2023-08-19",31,18,"F",44,1.8,9,,"2",,"Private","P4",525733,,2023,8,19,,"Black","Pelagic","",0
"3 081923 3 2","Kodiak",142,"2023-08-19",31,10,"F",47,2.1,9,9,"2",,"Private","P4",525733,,2023,8,19,,"Black","Pelagic","",0
"3 081923 3 20","Kodiak",142,"2023-08-19",31,19,"M",46,1.8,9,,"2",,"Private","P4",525733,,2023,8,19,,"Black","Pelagic","",0
"3 081923 3 3","Kodiak",142,"2023-08-19",31,11,"F",48,2.3,10,,"2",,"Private","P4",525733,,2023,8,19,,"Black","Pelagic","",0
"3 081923 3 4","Kodiak",142,"2023-08-19",31,12,"F",48,2.2,9,,"2",,"Private","P4",525733,,2023,8,19,,"Black","Pelagic","",0
"3 081923 3 5","Kodiak",142,"2023-08-19",31,13,"M",46,2,10,,"2",,"Private","P4",525733,,2023,8,19,,"Black","Pelagic","",0
"3 081923 3 8","Kodiak",142,"2023-08-19",31,14,"F",44,1.7,9,,"2",,"Private","P4",525733,,2023,8,19,,"Black","Pelagic","BROKEN OTO",0
"3 081923 4 1","Kodiak",142,"2023-08-19",31,20,"M",44,1.7,10,,"2",,"Private","P5",525733,,2023,8,19,,"Black","Pelagic","",0
"3 081923 4 11","Kodiak",142,"2023-08-19",31,27,"M",52,2.7,27,,"1",,"Private","P5",525733,,2023,8,19,,"Black","Pelagic","",0
"3 081923 4 12","Kodiak",142,"2023-08-19",31,28,"M",45,1.7,10,,"2",,"Private","P5",525733,,2023,8,19,,"Black","Pelagic","BROKEN OTO",0
"3 081923 4 13","Kodiak",142,"2023-08-19",31,29,"M",42,1.6,9,,"2",,"Private","P5",525733,,2023,8,19,,"Black","Pelagic","",0
"3 081923 4 14","Kodiak",142,"2023-08-19",31,30,"F",45,1.9,9,,"2",,"Private","P5",525733,,2023,8,19,,"Black","Pelagic","BROKEN OTO",0
"3 081923 4 15","Kodiak",142,"2023-08-19",31,31,"F",44,1.7,9,9,"2",,"Private","P5",525733,,2023,8,19,,"Black","Pelagic","",0
"3 081923 4 16","Kodiak",142,"2023-08-19",31,32,"F",47,2.3,10,,"2",,"Private","P5",525733,,2023,8,19,,"Black","Pelagic","",0
"3 081923 4 17","Kodiak",142,"2023-08-19",31,33,"F",44,2,9,,"2",,"Private","P5",525733,,2023,8,19,,"Black","Pelagic","BROKEN OTO",0
"3 081923 4 18","Kodiak",142,"2023-08-19",31,34,"M",50,2.3,19,,"2",,"Private","P5",525733,,2023,8,19,,"Black","Pelagic","",0
"3 081923 4 3","Kodiak",142,"2023-08-19",31,21,"F",48,2,11,,"2",,"Private","P5",525733,,2023,8,19,,"Black","Pelagic","BROKEN OTO",0
"3 081923 4 4","Kodiak",142,"2023-08-19",31,22,"F",46,1.9,10,,"2",,"Private","P5",525733,,2023,8,19,,"Black","Pelagic","",0
"3 081923 4 5","Kodiak",142,"2023-08-19",31,23,"M",41,1.4,9,,"2",,"Private","P5",525733,,2023,8,19,,"Black","Pelagic","",0
"3 081923 4 6","Kodiak",142,"2023-08-19",31,24,"M",44,1.7,10,,"2",,"Private","P5",525733,,2023,8,19,,"Black","Pelagic","",0
"3 081923 4 7","Kodiak",142,"2023-08-19",31,25,"M",41,1.5,9,,"2",,"Private","P5",525733,,2023,8,19,,"Black","Pelagic","",0
"3 081923 4 8","Kodiak",142,"2023-08-19",31,26,"F",42,1.6,9,,"2",,"Private","P5",525733,,2023,8,19,,"Black","Pelagic","",0
"3 082023 1 1","Kodiak",142,"2023-08-20",32,1,"M",44,1.6,9,,"2",,"Charter","U RASCAL",525733,,2023,8,20,,"Black","Pelagic","",0
"3 082023 1 10","Kodiak",142,"2023-08-20",32,9,"M",42,1.5,9,,"2",,"Charter","U RASCAL",525733,,2023,8,20,,"Black","Pelagic","",0
"3 082023 1 11","Kodiak",142,"2023-08-20",32,10,"F",49,2.3,10,,"2",,"Charter","U RASCAL",525733,,2023,8,20,,"Black","Pelagic","",0
"3 082023 1 12","Kodiak",142,"2023-08-20",32,11,"M",44,1.6,10,,"2",,"Charter","U RASCAL",525733,,2023,8,20,,"Black","Pelagic","",0
"3 082023 1 13","Kodiak",142,"2023-08-20",32,12,"F",49,2,9,9,"2",,"Charter","U RASCAL",525733,,2023,8,20,,"Black","Pelagic","",0
"3 082023 1 14","Kodiak",142,"2023-08-20",32,13,"M",44,1.7,10,10,"2",,"Charter","U RASCAL",525733,,2023,8,20,,"Black","Pelagic","",0
"3 082023 1 15","Kodiak",142,"2023-08-20",32,14,"M",48,2,10,10,"2",,"Charter","U RASCAL",525733,,2023,8,20,,"Black","Pelagic","",0
"3 082023 1 16","Kodiak",142,"2023-08-20",32,15,"F",46,1.8,9,9,"2",,"Charter","U RASCAL",525733,,2023,8,20,,"Black","Pelagic","",0
"3 082023 1 17","Kodiak",142,"2023-08-20",32,16,"F",43,1.7,10,,"2",,"Charter","U RASCAL",525733,,2023,8,20,,"Black","Pelagic","",0
"3 082023 1 18","Kodiak",155,"2023-08-20",2,1,"M",37,1,,,"",,"Charter","U RASCAL",525733,,2023,8,20,,"Yelltail","Pelagic","Genetics on 81811, slot 1",0
"3 082023 1 2","Kodiak",142,"2023-08-20",32,2,"F",45,1.7,9,,"2",,"Charter","U RASCAL",525733,,2023,8,20,,"Black","Pelagic","",0
"3 082023 1 3","Kodiak",142,"2023-08-20",32,3,"F",50,2.5,10,10,"2",,"Charter","U RASCAL",525733,,2023,8,20,,"Black","Pelagic","",0
"3 082023 1 34","Kodiak",142,"2023-08-20",32,17,"F",45,1.7,9,,"2",,"Charter","U RASCAL",525733,,2023,8,20,,"Black","Pelagic","BROKEN OTO",0
"3 082023 1 35","Kodiak",142,"2023-08-20",32,18,"F",43,1.6,9,,"2",,"Charter","U RASCAL",525733,,2023,8,20,,"Black","Pelagic","",0
"3 082023 1 36","Kodiak",142,"2023-08-20",32,19,"F",45,1.8,9,9,"2",,"Charter","U RASCAL",525733,,2023,8,20,,"Black","Pelagic","",0
"3 082023 1 37","Kodiak",142,"2023-08-20",32,20,"F",53,2.6,10,,"2",,"Charter","U RASCAL",525733,,2023,8,20,,"Black","Pelagic","",0
"3 082023 1 38","Kodiak",147,"2023-08-20",5,1,"F",33,0.9,,,"",,"Charter","U RASCAL",525733,,2023,8,20,,"Quill","Demersal","Genetics on 81813, slot 2 / BROKEN OTO",0
"3 082023 1 39","Kodiak",149,"2023-08-20",1,1,"F",30,0.7,,,"",,"Charter","U RASCAL",525733,,2023,8,20,,"China","Demersal","Genetics on card 81810, slot 1",0
"3 082023 1 4","Kodiak",142,"2023-08-20",32,4,"M",40,1.3,9,,"2",,"Charter","U RASCAL",525733,,2023,8,20,,"Black","Pelagic","",0
"3 082023 1 5","Kodiak",142,"2023-08-20",32,5,"M",45,1.8,10,,"2",,"Charter","U RASCAL",525733,,2023,8,20,,"Black","Pelagic","",0
"3 082023 1 6","Kodiak",142,"2023-08-20",32,6,"M",46,1.8,10,,"2",,"Charter","U RASCAL",525733,,2023,8,20,,"Black","Pelagic","",0
"3 082023 1 7","Kodiak",142,"2023-08-20",32,7,"F",46,1.8,9,9,"2",,"Charter","U RASCAL",525733,,2023,8,20,,"Black","Pelagic","",0
"3 082023 1 8","Kodiak",173,"2023-08-20",9,1,"F",42,1.5,,,"",,"Charter","U RASCAL",525733,,2023,8,20,,"Dark","Pelagic","Genetics on 81838, slot 2",0
"3 082023 1 9","Kodiak",142,"2023-08-20",32,8,"F",43,1.4,9,,"2",,"Charter","U RASCAL",525733,,2023,8,20,,"Black","Pelagic","",0
"3 082123 2 10","Kodiak",142,"2023-08-21",33,5,"F",47,1.8,9,,"2",,"Charter","HARVEST MOON",525733,,2023,8,21,,"Black","Pelagic","Genetics on card 81774, slot 5 / BROKEN OTO",0
"3 082123 2 11","Kodiak",142,"2023-08-21",33,6,"M",42,1.5,9,9,"2",,"Charter","HARVEST MOON",525733,,2023,8,21,,"Black","Pelagic","Genetics on card 81774, slot 6",0
"3 082123 2 12","Kodiak",142,"2023-08-21",33,7,"M",47,2,10,10,"2",,"Charter","HARVEST MOON",525733,,2023,8,21,,"Black","Pelagic","Genetics on card 81774, slot 7",0
"3 082123 2 13","Kodiak",173,"2023-08-21",10,1,"F",48,2.3,,,"",,"Charter","HARVEST MOON",525733,,2023,8,21,,"Dark","Pelagic","Genetics on 81838, slot 3",0
"3 082123 2 14","Kodiak",142,"2023-08-21",33,8,"F",50,2.5,10,,"2",,"Charter","HARVEST MOON",525733,,2023,8,21,,"Black","Pelagic","Genetics on card 81774, slot 8",0
"3 082123 2 15","Kodiak",142,"2023-08-21",33,9,"M",53,2.7,27,27,"2",,"Charter","HARVEST MOON",525733,,2023,8,21,,"Black","Pelagic","Genetics on card 81774, slot 9",0
