"","MB_MR","SITE","SPECCODE","SURVAREA","SHSITE","YEAR","DATE","DAY_TYPE","SHIFT","BIWEEK","WEEK","STATWEEK","HARBOR","SUBHARBOR","HEADVAR2","SAMPTYPE","LITHCODE","LINENO","LENGTH","LENGTH_TYPE","LEN_VER","AREA","SUBAREA","CLASS","CLASSN","GAF","INTVNUMB","PHOTO_NUM","IPHC_AREA","LOGBOOK_AREA","STAT_AREA","DISTRICT","SUB_DIST","Stat_Area_label","NOTES2","SAMP_TYPE","R_SLOT","MONTH","LENCM","GROSSWT","NETWT","ROUNDWT","TAGNUM","GF_area","LC_area"
"1388","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-06,1,NA,13,12,28,0,19,15,"C","00121516","09",840,"STF","",53,NA,2,"Charter","SF",5,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,84,13.7751416551806,11.8804731210747,15.8010292510293,NA,"NSEI","NSEI"
"1389","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-06,1,NA,13,12,28,0,19,15,"C","00121516","10",915,"STF","",53,NA,2,"Charter","SF",5,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,91.5,18.1733726289059,15.6737600557299,20.8461008741207,NA,"NSEI","NSEI"
"1390","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-06,1,NA,13,12,28,0,19,15,"C","00121516","11",1105,"STF","",53,NA,2,"Charter","SF",5,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,110.5,33.4907572619574,28.884352075282,38.4161882601251,NA,"NSEI","NSEI"
"1391","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-06,1,NA,13,12,28,0,19,15,"C","00121516","12",950,"STF","",53,NA,2,"Charter","SF",5,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,95,20.5237004736467,17.7008177429845,23.5420875981694,NA,"NSEI","NSEI"
"1392","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-07,1,NA,14,13,28,1,12,15,"A","00121521","01",905,"STF","",53,NA,2,"Charter","SF",1,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,90.5,17.5376978432305,15.1255176206242,20.1169384354302,NA,"NSEI","NSEI"
"1393","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-07,1,NA,14,13,28,1,12,15,"A","00121521","02",875,"STF","",53,NA,2,"Charter","SF",1,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,87.5,15.7230674870545,13.5604762068303,18.0354333550842,NA,"NSEI","NSEI"
"1394","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-07,1,NA,14,13,28,1,12,15,"A","00121521","03",845,"STF","",53,NA,2,"Charter","SF",1,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,84.5,14.0425805500267,12.1111277801179,16.1077999475568,NA,"NSEI","NSEI"
"1395","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-07,1,NA,14,13,28,1,12,15,"A","00121521","04",1110,"STF","",53,NA,2,"Charter","SF",1,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,111,33.9842459384742,29.3099650456363,38.9822535106963,NA,"NSEI","NSEI"
"1396","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-07,1,NA,14,13,28,1,12,15,"A","00121521","05",750,"STF","",53,NA,2,"Charter","SF",7,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,75,9.54178617567186,8.22938427965115,10.945081091936,NA,"NSEI","NSEI"
"1397","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-07,1,NA,14,13,28,1,12,15,"A","00121521","06",1035,"STF","",53,NA,2,"Charter","SF",7,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,103.5,27.0918036932813,23.3655270948456,31.0761510361447,NA,"NSEI","NSEI"
"1398","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-07,1,NA,14,13,28,1,12,15,"A","00121521","07",1520,"STF","",53,NA,2,"Charter","GAF",7,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","INSIDE",7,152,94.1032042707858,81.1600066940588,107.942808903098,8,"NSEI","NSEI"
"1399","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-07,1,NA,14,13,28,1,12,15,"A","00121521","08",1445,"STF","",53,NA,2,"Charter","GAF",7,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","INSIDE",7,144.5,79.8735544356355,68.8875396210811,91.6204276960379,8,"NSEI","NSEI"
"1400","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-07,1,NA,14,13,28,1,13,15,"A","00121521","09",905,"STF","",53,NA,1,"Private","SF",11,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,90.5,17.5376978432305,15.1255176206242,20.1169384354302,NA,"NSEI","NSEI"
"1401","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-07,1,NA,14,13,28,1,13,15,"A","00121521","10",895,"STF","",53,NA,1,"Private","SF",13,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,89.5,16.9175637286307,14.5906783525871,19.4056022089408,NA,"NSEI","NSEI"
"1402","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,10,15,"C","00121524","01",970,"STF","",55,NA,2,"Charter","SF",3,"","2C",113910,"11391","113","91","113-91","","Creel Sampler","LEGAL",7,97,21.9569294148405,18.9369166767327,25.1860991800545,NA,"NSEO","NSEO"
"1403","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,10,15,"C","00121524","02",885,"STF","",55,NA,2,"Charter","SF",3,"","2C",113910,"11391","113","91","113-91","","Creel Sampler","LEGAL",7,88.5,16.3127576363339,14.0690588511069,18.7118482719722,NA,"NSEO","NSEO"
"1404","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,12,15,"C","00121524","03",1015,"STF","",73,NA,2,"Charter","SF",4,"","3A",365801,"36580","365","80","365-80","","Creel Sampler","N_A",7,101.5,25.4320379879116,21.9340498481118,29.1722862979887,NA,"NSEO","NSEO"
"1405","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,12,15,"C","00121524","04",1210,"STF","",73,NA,2,"Charter","SF",4,"","3A",365801,"36580","365","80","365-80","","Creel Sampler","N_A",7,121,44.942350927164,38.7608639935307,51.5519491113959,NA,"NSEO","NSEO"
"1406","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,12,15,"C","00121524","05",1220,"STF","",73,NA,2,"Charter","SF",4,"","3A",365801,"36580","365","80","365-80","","Creel Sampler","N_A",7,122,46.1569430614005,39.8083979910079,52.9451693280405,NA,"NSEO","NSEO"
"1407","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,12,15,"C","00121524","06",1295,"STF","",73,NA,2,"Charter","SF",4,"","3A",365801,"36580","365","80","365-80","","Creel Sampler","N_A",7,129.5,55.9996401669168,48.2973051346225,64.235415829048,NA,"NSEO","NSEO"
"1408","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,12,15,"C","00121524","07",1400,"STF","",73,NA,2,"Charter","SF",4,"","3A",365801,"36580","365","80","365-80","","Creel Sampler","N_A",7,140,72.091825418983,62.1761296964466,82.694252496274,NA,"NSEO","NSEO"
"1409","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,12,15,"C","00121524","08",945,"STF","",53,NA,1,"Private","SF",8,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,94.5,20.175775942485,17.4007476497616,23.1429943741829,NA,"NSEI","NSEI"
"1410","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,12,15,"C","00121524","09",1280,"STF","",53,NA,1,"Private","SF",8,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,128,53.9251657147883,46.5081592524384,61.8558518057431,NA,"NSEI","NSEI"
"1411","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,12,15,"C","00121524","10",1250,"STF","",53,NA,1,"Private","SF",8,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,125,49.9366758165494,43.0682565482885,57.2807812092236,NA,"NSEI","NSEI"
"1412","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,12,15,"C","00121524","11",780,"STF","",53,NA,1,"Private","SF",8,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,78,10.8347201758416,9.34448480063655,12.4281647848466,NA,"NSEI","NSEI"
"1413","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,12,15,"C","00121524","12",1480,"STF","",53,NA,1,"Private","SF",8,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,148,86.3135828883962,74.4417899400392,99.0075806202521,NA,"NSEI","NSEI"
"1414","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,12,15,"C","00121524","13",1055,"STF","",53,NA,1,"Private","SF",8,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,105.5,28.8249893786975,24.8603259480883,33.0642335109574,NA,"NSEI","NSEI"
"1415","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,12,15,"C","00121524","14",930,"STF","",53,NA,2,"Charter","SF",5,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,93,19.1564901234037,16.5216570328072,21.9738038536336,NA,"NSEI","NSEI"
"1416","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,12,15,"C","00121524","15",1060,"STF","",53,NA,2,"Charter","SF",5,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,106,29.2699641281956,25.2440977221506,33.5746499704604,NA,"NSEI","NSEI"
"1417","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,12,15,"C","00121524","16",945,"STF","",53,NA,2,"Charter","SF",5,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,94.5,20.175775942485,17.4007476497616,23.1429943741829,NA,"NSEI","NSEI"
"1418","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,12,15,"C","00121524","17",855,"STF","",53,NA,2,"Charter","SF",5,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,85.5,14.5881895772432,12.5816923336246,16.7336508037207,NA,"NSEI","NSEI"
"1419","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,12,15,"C","00121524","18",950,"STF","",53,NA,2,"Charter","SF",5,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,95,20.5237004736467,17.7008177429845,23.5420875981694,NA,"NSEI","NSEI"
"1420","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,12,15,"C","00121524","19",880,"STF","",53,NA,2,"Charter","SF",6,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,88,16.0160363013939,13.8131493343522,18.3714886146885,NA,"NSEI","NSEI"
"1421","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,12,15,"C","00121524","20",940,"STF","",53,NA,2,"Charter","SF",6,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,94,19.8319506194401,17.1042129489918,22.7486032221592,NA,"NSEI","NSEI"
"1422","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,12,15,"C","00121528","01",835,"STF","",53,NA,2,"Charter","SF",6,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,83.5,13.5112449427298,11.6528734435183,15.4983216798794,NA,"NSEI","NSEI"
"1423","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,12,15,"C","00121528","02",955,"STF","",53,NA,2,"Charter","SF",6,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,95.5,20.8757511242235,18.0044464385095,23.9459137632177,NA,"NSEI","NSEI"
"1424","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,12,15,"C","00121528","03",840,"STF","",53,NA,2,"Charter","SF",6,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,84,13.7751416551806,11.8804731210747,15.8010292510293,NA,"NSEI","NSEI"
"1425","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,10,15,"C","00121528","04",730,"STF","",55,NA,1,"Private","SF",10,"","2C",113910,"11391","113","91","113-91","","Creel Sampler","N_A",7,73,8.74172728105141,7.53936755018688,10.0273588417485,NA,"NSEO","NSEO"
"1426","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,10,15,"C","00121528","05",745,"STF","",55,NA,1,"Private","SF",10,"","2C",113910,"11391","113","91","113-91","","Creel Sampler","N_A",7,74.5,9.33721825472724,8.05295315850166,10.7104277008072,NA,"NSEO","NSEO"
"1427","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,10,15,"C","00121528","06",900,"STF","",55,NA,1,"Private","SF",10,"","2C",113910,"11391","113","91","113-91","","Creel Sampler","N_A",7,90,17.2257015058852,14.8564340647168,19.7590573060733,NA,"NSEO","NSEO"
"1428","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,10,15,"C","00121528","07",755,"STF","",55,NA,1,"Private","SF",10,"","2C",113910,"11391","113","91","113-91","","Creel Sampler","N_A",7,75.5,9.74943189855772,8.40846987391971,11.1832649323132,NA,"NSEO","NSEO"
"1429","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,10,15,"C","00121528","08",745,"STF","",55,NA,1,"Private","SF",10,"","2C",113910,"11391","113","91","113-91","","Creel Sampler","N_A",7,74.5,9.33721825472724,8.05295315850166,10.7104277008072,NA,"NSEO","NSEO"
"1430","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,10,15,"C","00121528","09",790,"STF","",55,NA,1,"Private","SF",10,"","2C",113910,"11391","113","91","113-91","","Creel Sampler","N_A",7,79,11.2912744200948,9.7382433958611,12.9518637164953,NA,"NSEO","NSEO"
"1431","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,10,15,"C","00121528","10",730,"STF","",55,NA,1,"Private","SF",10,"","2C",113910,"11391","113","91","113-91","","Creel Sampler","N_A",7,73,8.74172728105141,7.53936755018688,10.0273588417485,NA,"NSEO","NSEO"
"1432","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,10,15,"C","00121528","11",850,"STF","",55,NA,1,"Private","SF",10,"","2C",113910,"11391","113","91","113-91","","Creel Sampler","N_A",7,85,14.3135877905572,12.344859985371,16.4186637805435,NA,"NSEO","NSEO"
"1433","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,10,15,"C","00121528","12",735,"STF","",55,NA,1,"Private","SF",10,"","2C",113910,"11391","113","91","113-91","","Creel Sampler","N_A",7,73.5,8.93721416866509,7.70796666676608,10.2515956667989,NA,"NSEO","NSEO"
"1434","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,10,15,"C","00121528","13",760,"STF","",55,NA,1,"Private","SF",10,"","2C",113910,"11391","113","91","113-91","","Creel Sampler","N_A",7,76,9.96018088682265,8.5902319024382,11.4250084302428,NA,"NSEO","NSEO"
"1435","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,10,15,"C","00121528","14",945,"STF","",55,NA,1,"Private","SF",10,"","2C",113910,"11391","113","91","113-91","","Creel Sampler","N_A",7,94.5,20.175775942485,17.4007476497616,23.1429943741829,NA,"NSEO","NSEO"
"1436","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,10,15,"C","00121528","15",745,"STF","",55,NA,1,"Private","SF",10,"","2C",113910,"11391","113","91","113-91","","Creel Sampler","N_A",7,74.5,9.33721825472724,8.05295315850166,10.7104277008072,NA,"NSEO","NSEO"
"1437","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,13,15,"C","00121528","16",1610,"STF","",53,NA,1,"Private","SF",17,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,161,113.382760143273,97.7878026952124,130.057777584632,NA,"NSEI","NSEI"
"1438","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,13,15,"C","00121528","17",1620,"STF","",53,NA,1,"Private","SF",17,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,162,115.680413900764,99.7694312251192,132.693343529408,NA,"NSEI","NSEI"
"1439","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,13,15,"C","00121528","18",1410,"STF","",53,NA,1,"Private","SF",17,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,141,73.7736229455017,63.6266084507889,84.6233892395492,NA,"NSEI","NSEI"
"1440","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,13,15,"C","00121528","19",1420,"STF","",53,NA,1,"Private","SF",17,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,142,75.4823517186269,65.1003142585754,86.5834179639052,NA,"NSEI","NSEI"
"1441","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,13,15,"C","00121528","20",1235,"STF","",53,NA,1,"Private","SF",18,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,123.5,48.0211027967058,41.4161563853004,55.0834879924495,NA,"NSEI","NSEI"
"1442","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,13,15,"C","00121530","01",845,"STF","",53,NA,1,"Private","SF",18,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,84.5,14.0425805500267,12.1111277801179,16.1077999475568,NA,"NSEI","NSEI"
"1443","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,13,15,"C","00121530","02",1220,"STF","",53,NA,1,"Private","SF",18,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,122,46.1569430614005,39.8083979910079,52.9451693280405,NA,"NSEI","NSEI"
"1444","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-10,1,NA,14,13,28,1,13,15,"C","00121530","03",860,"STF","",53,NA,1,"Private","SF",18,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,86,14.8664121475711,12.8216474535934,17.0527911132793,NA,"NSEI","NSEI"
"1445","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-11,1,NA,14,13,28,1,13,15,"A","00121531","01",915,"STF","",53,NA,1,"Private","SF",1,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,91.5,18.1733726289059,15.6737600557299,20.8461008741207,NA,"NSEI","NSEI"
"1446","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-11,1,NA,14,13,28,1,13,15,"A","00121531","02",850,"STF","",53,NA,1,"Private","SF",1,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,85,14.3135877905572,12.344859985371,16.4186637805435,NA,"NSEI","NSEI"
"1447","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-11,1,NA,14,13,28,1,13,15,"A","00121531","03",885,"STF","",53,NA,1,"Private","SF",1,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,88.5,16.3127576363339,14.0690588511069,18.7118482719722,NA,"NSEI","NSEI"
"1448","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-11,1,NA,14,13,28,1,13,15,"A","00121531","04",965,"STF","",53,NA,1,"Private","SF",1,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,96.5,21.592338598755,18.6224726224267,24.7678885878275,NA,"NSEI","NSEI"
"1449","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-11,1,NA,14,13,28,1,13,15,"A","00121531","05",950,"STF","",53,NA,1,"Private","SF",2,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,95,20.5237004736467,17.7008177429845,23.5420875981694,NA,"NSEI","NSEI"
"1450","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-11,1,NA,14,13,28,1,10,15,"A","00121531","06",990,"STF","",53,NA,2,"Charter","SF",5,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,99,23.4579046802108,20.2314439303907,26.9078204274196,NA,"NSEI","NSEI"
"1451","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-11,1,NA,14,13,28,1,10,15,"A","00121531","07",725,"STF","",53,NA,2,"Charter","SF",5,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,72.5,8.54921675080914,7.37333541510483,9.80653610208943,NA,"NSEI","NSEI"
"1452","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-11,1,NA,14,13,28,1,10,15,"A","00121531","08",1000,"STF","",53,NA,2,"Charter","SF",5,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,100,24.2343394485858,20.9010858569024,27.7984441896802,NA,"NSEI","NSEI"
"1453","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-11,1,NA,14,13,28,1,12,15,"A","00121531","09",1550,"STF","",53,NA,2,"Charter","GAF",7,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","INSIDE",7,155,100.254964789964,86.4656381949801,114.999298799324,8,"NSEI","NSEI"
"1454","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-11,1,NA,14,13,28,1,12,15,"A","00121531","10",815,"STF","",53,NA,2,"Charter","SF",7,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,81.5,12.4905579619162,10.7725743842323,14.327523931029,NA,"NSEI","NSEI"
"1455","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-11,1,NA,14,13,28,1,12,15,"A","00121531","11",890,"STF","",53,NA,2,"Charter","SF",7,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,89,16.6132579480539,14.3282275744224,19.0565426739818,NA,"NSEI","NSEI"
"1456","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-11,1,NA,14,13,28,1,12,15,"A","00121531","12",1120,"STF","",53,NA,2,"Charter","SF",7,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,112,34.9862649065803,30.174163738861,40.1316377726851,NA,"NSEI","NSEI"
"1457","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-11,1,NA,14,13,28,1,12,15,"A","00121531","13",725,"STF","",53,NA,2,"Charter","SF",9,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,72.5,8.54921675080914,7.37333541510483,9.80653610208943,NA,"NSEI","NSEI"
"1458","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-11,1,NA,14,13,28,1,12,15,"A","00121531","14",790,"STF","",53,NA,2,"Charter","SF",9,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,79,11.2912744200948,9.7382433958611,12.9518637164953,NA,"NSEI","NSEI"
"1459","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-11,1,NA,14,13,28,1,12,15,"A","00121531","15",920,"STF","",53,NA,2,"Charter","SF",9,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,92,18.497104380677,15.9529649068762,21.2174433261454,NA,"NSEI","NSEI"
"1460","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-11,1,NA,14,13,28,1,12,15,"A","00121531","16",1410,"STF","",53,NA,2,"Charter","GAF",9,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","INSIDE",7,141,73.7736229455017,63.6266084507889,84.6233892395492,8,"NSEI","NSEI"
"1461","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-11,1,NA,14,13,28,1,12,15,"A","00121531","17",1440,"STF","",53,NA,2,"Charter","GAF",9,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","INSIDE",7,144,78.9815515772766,68.1182251379398,90.5972394334599,8,"NSEI","NSEI"
"1462","Marine Boat","ELFIN_COVE","200","G",82,2014,2014-07-11,1,NA,14,13,28,1,12,15,"A","00121531","18",1600,"STF","",53,NA,2,"Charter","GAF",9,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","INSIDE",7,160,111.116852364228,95.8335537199468,127.458626447529,8,"NSEI","NSEI"
